2-gram	*/*	2/*	3/*	4/*	5/*	6/*	7/*	8/*	9/*	2/1:2	3/1:2	3/2:3	4/1:2	4/2:3	4/3:4	5/1:2	5/2:3	5/3:4	5/4:5	6/1:2	6/2:3	6/3:4	6/4:5	6/5:6	7/1:2	7/2:3	7/3:4	7/4:5	7/5:6	7/6:7	8/1:2	8/2:3	8/3:4	8/4:5	8/5:6	8/6:7	8/7:8	9/1:2	9/2:3	9/3:4	9/4:5	9/5:6	9/6:7	9/7:8	9/8:9	*/1:2	*/2:3	*/3:4	*/4:5	*/5:6	*/6:7	*/7:8	*/8:9	*/9:10	*/-9:-8	*/-8:-7	*/-7:-6	*/-6:-5	*/-5:-4	*/-4:-3	*/-3:-2	*/-2:-1
UR	15303657594	2254015	937268161	1660430193	935005818	3376568382	2822071214	2119267115	1483973005	2254015	7846489	929421672	22133261	473689895	1164607037	96321787	307396621	420178309	111109101	27820164	1194362692	792961560	1110760824	250663142	26111411	1067389297	363567645	407017008	891702631	66283222	7754237	523444548	208185772	412480098	581686590	364442773	21273097	3808988	330559949	69026949	212435998	270038732	161698990	373980870	62422529	199604930	5125127047	3124775623	2419328765	2235066802	689483895	674733263	285256790	437949856	193258576	473273583	854967238	1674010603	2478990462	2691061560	4104982774	2617870709
CA	15174413181	27777598	1821340558	1409130201	1140660225	1608239387	2280900355	1878918869	1712693239	27777598	1812612675	8727883	1368143350	23705592	17281259	763394123	111610198	249481680	16174224	1099905918	49167722	324210763	40418200	94536784	818427239	59130143	749927168	93361283	397140757	162913765	594668969	96013954	174233138	53981849	160841808	789589683	9589468	374254592	31125349	93049121	261236228	228224146	158879307	560010130	5914366	7339016324	408925166	1758876947	582233173	1028016414	1590470619	783853479	899540449	352524926	413620446	787126136	1292652081	2284829847	2389250341	2392502023	4696437323	352737555
EL	14952716079	45655295	79634526	2190003870	1634533826	2304350951	2244798057	1864955546	1554363602	45655295	13991211	65643315	111077993	1883458549	195467328	94551334	499760888	344909451	695312153	72878976	539721072	173675565	1147884461	370190877	176649898	751593670	244665699	169578308	717959095	184351387	288318922	778566993	130580377	173665742	80028312	347685360	66109840	203266629	593017372	25448336	273182918	184813356	22924535	208292124	43418332	1233732784	5701184665	1156502208	3153161927	1501149746	892417878	397447858	436199365	236089838	668795375	1267031867	1193848176	1394759201	1632901387	1084740458	5446089586	1671428933
TA	14941000711	7840132	166070173	1116425880	2268832817	1833790604	1753109820	1891240655	1816941511	7840132	155137490	10932683	691817964	121539896	303068020	786804594	1053690093	336180153	92157977	420037742	794468391	391348937	179458707	48476827	157041452	325533806	235526302	754347299	245563373	35097588	81925214	318081594	421625507	451811712	452744138	138747216	26305274	26544423	247213956	190464145	438434067	221639959	638815308	34143847	19685806	2358252071	3063284696	2242882903	2163990846	1569087005	1660608121	762718836	393251283	457029942	407585131	576545159	1300004986	2682316836	3255519912	4350076517	1555979879	550318007
LA	14874551789	182088211	486863537	1618005186	2745950438	1685282047	2281658041	1588193604	1349869788	182088211	477229648	9633889	1146690010	439662090	31653086	1024557675	1531759291	143645615	45987857	594266123	719765828	234747198	94561559	41941339	307631658	559937214	342965400	561408013	446136727	63579029	342782702	248976531	351734711	255705135	231953310	134542536	22498679	124107210	209643811	181464858	199182427	362689299	160787798	78985128	33009257	4289223460	3902992554	1608076245	1429626790	1647666968	949255062	393193524	525103054	64279583	335638284	854213380	1000719330	2574185721	3134091028	4026998448	2110186254	439672402
NS	14350320288	5104788	26047085	273272021	971122610	746832597	2321270506	1639831890	2006530205	5104788	4448492	21598593	155058	7801262	265315701	549845	18879722	237728513	713964530	682960	288236203	122244989	5696142	329972303	0	280034314	248329183	86142031	562218652	1144546326	0	270205463	370198588	102828358	93297623	123007391	680294467	0	269526996	250900233	122420888	272561765	114065144	829345	976225834	10941143	1760728954	2920442568	1622957730	1559947369	1648850876	732786641	1208886169	846534106	715645873	899169431	823294611	1002242957	1180751996	449101032	945464071	6955266798
DI	13899990598	34613080	849976971	252441950	390931608	1022586047	1896274830	2342513516	2846815660	34613080	843688835	6288136	231898090	10798114	9745746	113376292	17610705	241571039	18373572	375281065	78309165	462803455	104792379	1399983	597005612	81918386	261977820	932409131	20290217	2673664	997850770	14301457	496853239	191987641	567143350	71352746	3024313	1360412905	30665541	270508255	285697944	135882517	751737489	10348150	1562859	6424023212	249646930	2488409482	2000312560	961151162	1108296588	253412503	185664496	28411817	1556100340	1677102712	1399036889	1465120629	963546755	3372034122	1324181973	78466619
FO	13753006196	5135381	6585545886	992091915	1031519101	1598121946	912824086	569333828	947486901	5135381	6584332369	1213517	987698961	554748	3838206	1027504311	2180839	1721949	112002	774616856	977100	821145433	1049364	333193	654819168	0	113261945	143665159	667213	410601	359221814	0	88880226	41348777	76992052	2890959	0	513422163	6953135	34570600	75572784	26409581	290558638	0	0	11149689634	14036708	1464134624	489672760	212751462	383510553	27108461	2337527	9764467	921211578	534214645	780208655	1046260308	1223383774	2345147482	6591216602	11042900
HO	13672603513	12107285	2207518810	1264430291	2660393511	2585990520	2168744578	969717857	672868064	12107285	722021423	1485497387	765755706	487386318	11288267	769838759	1871891915	9788485	8874352	331999848	1591308937	326988050	327425383	8268302	786734899	493095252	131901912	685926847	66560629	4525039	205276543	283058169	39301281	361681678	46638082	32794909	967195	122356135	123327997	26272595	188918805	49230221	157356721	5405590	0	3863829003	6520855672	591097811	1746591235	374220572	319561506	167439140	31159260	40719987	307954566	444156740	1205985373	1148029870	2990426447	4036483455	1665692341	1531527827
PE	13477683504	4415160	345836484	759664992	1151190911	2592167528	2082790001	1728790848	1365343627	4415160	341074176	4762308	108836068	201531645	449297279	289832995	288269626	449619695	123468595	1276029307	208569384	427336716	515921191	164310930	785042025	428941440	350547964	236690508	275451895	6116169	371416290	382787933	457519323	302552802	145406847	41988886	27118767	403768591	265365707	226978887	193399669	48359694	14102709	170162168	43206202	4376595932	2044218863	3516570075	2007713159	939938465	181318886	274819765	87385147	37013431	937954389	1673442651	1792363894	2466148020	1249259621	1265473760	2043432004	839647628
EC	13457763533	7832919	62859685	116933199	216990846	2149965002	2981141700	2437276777	2370360830	7832919	10613693	52245992	13767080	87247689	15918430	2330509	51846641	159128168	3685528	14320334	1254266717	72486098	798075652	10816201	102926446	1410653833	428330010	346886200	691627349	717862	228436836	1028513317	415322887	539252961	178165165	47273544	312067	63720756	938964340	339964861	623810502	335819882	16453898	51626591	0	513298050	5695869279	1820123596	2818537693	2085643023	215635550	251161375	30101055	17262875	655526850	1526744693	2027463507	3244934908	2627309198	694185121	1865503715	91984784
PR	13378480175	7516478	85320839	75841192	807998728	764677151	2595271873	2807965601	2128758938	7516478	78454569	6866270	73105340	1513452	1222400	689981416	101120590	16763607	133115	610026614	143204276	10022237	1424024	0	2368035740	38619802	184735800	3491768	388763	0	2485361939	21133326	254711226	46472937	286173	0	0	1762597786	23026150	262240899	52095161	14018407	14780535	0	0	10477241957	347891534	1811378711	296618139	56447240	363041748	6826680	13233158	3699755	2168631686	2982328226	2770529677	1111236779	1139623609	204281768	98544415	15738263
NO	13099447521	1400645478	5548666121	809600518	1003682833	732461397	1152445786	861044163	683045162	1400645478	5542707419	5958702	331765072	454184469	23650977	511181914	324894815	129058192	38547912	361341324	198756426	111893308	35486609	24983730	379240736	506132679	64680833	148329947	34912150	19149441	247791740	42657715	163940020	256721718	68645974	70653395	10633601	95042670	217750427	119915408	100111935	56699234	80560492	10140507	2824489	9025663599	1783024187	765736288	768660373	375904301	216394065	60978871	66912160	20885796	221868976	611747439	640447188	1276280092	1121367212	1125243108	6311375623	1529390477
CT	12997849406	15490029	265688853	415122061	211723566	1513710648	2246308098	2331554409	2094808638	15490029	4268110	261420743	1854339	80950740	332316982	102574	42634361	86318578	82668053	0	440059107	268023254	16322523	789305764	0	149898120	601863653	161089176	346876706	986580443	0	250195024	235240608	631286578	541091920	303474972	370265307	167952	24727146	101471711	365595754	829374923	598628403	108282937	66559812	21883004	1383107863	1697107064	1586496801	2926120498	3259413675	1327393567	629556413	78629869	283870955	250704387	775150893	1420558853	4393905763	1820989695	964688884	2928702406
US	12808517567	516975345	606393151	2328229415	1404522268	1294444119	2357650199	1233813267	1231113033	516975345	564891218	41501933	636148751	1264448509	427632155	309365026	165209852	652898175	277049215	85713215	312376065	296209948	214869480	385275411	197800582	474056853	198038965	177959137	687995479	621799183	4320833	351057859	71775238	296646765	45939737	32484636	431588199	1344932	197590973	78956851	113953301	242393023	97478185	27104471	472291297	2326777176	2959398508	1782701586	1464924669	1594811378	867460610	567735694	614185602	341722103	142574922	331953689	915015263	1046035665	1437954280	1628694700	3466522677	3707874896
AC	12625666388	12521041	293146972	1947561697	1540963140	1638084080	1666847020	2040403974	1203622900	12521041	266802592	26344380	190004459	1755475723	2081515	123440815	247948723	1153962436	15611166	733091992	328859764	325835148	241738072	8559104	378961154	424258918	370147575	83364949	386979022	23135402	611722865	161488251	528051792	229187233	146857978	360007597	3088258	302599750	171999435	255177647	60906480	228843495	71427207	111250146	1418740	3366641162	3330206339	2783693338	696916104	1161214277	949020926	221786248	54666418	48120361	580039143	945161874	987292180	2148399930	1421441721	1087294926	4348776764	94227308
OT	12465822481	10624624	4855997891	1042343760	2276136816	1174960549	1361229669	465123590	559486246	10624624	3284889	4852713002	11123545	789992028	241228187	1387307307	504473360	315392792	68963357	288070176	636231727	110507110	102957165	37194371	8916371	444270356	749024071	88357513	50450267	20211091	1135147	92226296	219222254	75770013	40408334	27510660	8850886	74479908	150787967	131175305	33943963	91010354	51327329	19906079	6855341	1786504716	7595857086	2048636768	503308377	264435451	169145881	64876394	19838281	5278888	240284254	376210527	319776966	1018436871	2994825609	823716403	1316741563	5247782339
IL	12167821320	27800116	175880728	2472762215	2495173526	1355296597	1609382398	1426979155	886858846	27800116	62943978	112936750	6634735	2148938622	317188858	11102406	387960293	1545893774	550217053	1526616	435307057	309172983	488962851	120327090	46252544	558795654	358174646	230308524	273426980	142424050	35875537	309954140	600266333	264291494	117840232	90984704	7766715	14955633	86155757	157493075	274426583	195912617	45177476	108667999	4069706	363028566	4143741590	3527626200	2081701186	860527792	440646257	376126136	108068290	128300547	254873960	327969898	762337585	1541304155	1694506275	1143123310	4861907332	1284865844
TR	12006693396	7079074	97438188	361927006	1091925401	1341740019	1674242641	1862953981	1544115243	7079074	93243428	4194760	352521245	5105234	4300527	931382779	33535945	124532424	2474253	505988293	575520068	107926887	151886845	417926	424428463	197844064	177307031	521972082	350801872	1889129	426318528	447697563	139761258	515360933	115420085	217918359	477255	418406220	293144463	283292303	206205639	255589958	37617798	49569880	288982	3908650599	1816935737	1379556971	2434426718	1162829640	695947583	365548868	201937378	15585416	978833528	1554224157	1908233461	1357464406	2723067995	1224149841	1023615116	21121906
LY	11983948242	2977342	34451485	1364221786	850389569	2060285160	1414383625	1658511576	1278472072	2977342	2142537	32308948	14078449	820984	1349322353	61812341	7680522	4336425	776560281	9709013	26753932	1542303	4923052	2017356860	5308392	13884232	17984459	27328670	5856671	1344021201	7819668	13331171	11739232	259417236	6495131	7091009	1352618129	6503378	1198788	8995527	21053711	35466688	2205400	1071661	1201976919	121360771	101974997	1432149066	1104752174	2070024180	1397513397	1364247938	1212988093	1270876290	20082259	24382825	45771896	64097732	463847028	64302631	26407960	11243013059
NC	11722631112	3788590	12351817	326397926	637941735	862145807	1258099218	2127636693	2341495207	3788590	2894766	9457051	1852569	307579246	16966111	0	34392702	599508424	4040609	0	179422273	109077035	573257491	389008	0	236245566	276574456	214840898	529753341	684957	0	416373862	369105862	155373563	181728635	1004741661	313110	0	547594718	304569781	253625635	140735656	236609974	858359443	0	8535925	2286990354	2222755712	1377454931	947879207	1477988505	1083697350	1394545595	471856518	319669186	897043296	921854210	988174199	901491055	1374152387	5742029997	35639436
ET	11634161334	249406150	1369326650	451938728	531641430	2006803433	2730030297	1346543365	1321923507	249406150	11317614	1358009036	12837891	133222078	305878759	26880349	192767082	90731130	221262869	54739630	889615803	155553281	159323083	747571636	57489995	1402381031	409905588	124269264	615400900	120583519	26977446	354287003	113249005	316716208	224842619	232304646	78166438	19595488	259236776	27739814	461499315	279106464	171294176	78777794	24673680	473953203	5139297822	1144604016	1454017473	2078963304	804903573	257104042	191605109	22697967	321068502	402120081	754274917	2152215957	2192167638	1035825170	1341729784	3120593509
UT	11423899818	8077446	4208935757	213533118	1761185041	884152963	1219563182	708338474	723425386	8077446	2475358	4206460399	7944537	159705705	45882876	14951027	85650602	511255086	1149328326	24582015	551112929	65741460	151773776	90942783	62603821	371973950	91637522	114024422	93828997	485494470	19491992	166354185	128530685	149890587	161653800	66580401	15836824	19580687	237870345	69114892	113905761	188291408	1749426	90657295	2255572	181967532	6027244734	968510840	1760230616	605134272	782622181	389966118	564725723	112502536	141090191	359364395	443331192	816689540	1524701651	647947869	1161916010	6116451146
